MAKE,MODEL_YR,BODY_STYLE,VEHICLE_TYPE,DRIVE_TRAIN,PRODUCTION_RELEASE,VEHICLE_CLASS,BODY_FRAME,NUM_OF_SEATING,SEAT_LOC,SEAT_LOC_COMMENTS,MIN_GROSS_WEIGHT,MAX_GROSS_WEIGHT,UPPER_BELT_ANCHORAGE,UPPER_BELT_ANCHORAGE_LOC,SEAT_BELT_PRETENSIONER,SEAT_BELT_PRETENSIONER_LOC,LOAD_LIMITERS,LOAD_LIMITERS_LOC,FRNT_BELT_INDICATOR,FRNT_BELT_LOC,REAR_BELT_INDICATOR,LATCH_REAR_POSITION,HEAD_SAB,HEAD_SAB_TYPE,HEAD_SAB_LOC,HEAD_SAB_MOUNT_LOC,HEAD_SAB_MEET_REQUIREMENTS,HEAD_SAB_DEPLOY_IN_ROLLOVER,TORSO_SAB,TORSO_SAB_TYPE,TORSO_SAB_LOC,TORSO_SAB_MOUNT_LOC,KNEE_BOLSTERS,KNEE_BOLSTERS_LOC,ADL,HEAD_RESTRAINT_IND,DYNAMIC_HEAD_RESTRAINT_IND,BETI,BLIND_SPOT_DETECTION,DAY_RUN_LIGHTS,ADAPTIVE_CRUISE_CONTROL,ABS,ARS,ARS_LOC,AUTO_CRASH_NOTIFICATION,CRASH_DATA_RECORDER,ANTI_THEFT_DEVICE,ANTI_THEFT_DEVICE_TYPE,FRNT_COLLISION_WARNING,NHTSA_FRNT_COLLISION_WARNING,NHTSA_FCW_EVALUATION,LANE_DEPARTURE_WARNING,NHTSA_LANE_DEPARTURE_WARNING,NHTSA_LDW_EVALUATION,CRASH_IMMINENT_BRAKE,NHTSA_CRASH_IMMINENT_BRAKE,NHTSA_CIB_EVALUATION,DYNAMIC_BRAKE_SUPPORT,NHTSA_DYNAMIC_BRAKE_SUPPORT,NHTSA_DBS_EVALUATION,NHTSA_ESC,PELVIS_SAB,PELVIS_SAB_TYPE,PELVIS_SAB_LOC,PELVIS_SAB_MOUNT_LOC,OVERALL_STARS,FRNT_TEST_NO,FRNT_VIN,FRNT_DRIV_STARS,FRNT_PASS_STARS,FRNT_SAFETY_CONCERN_DRIV,FRNT_SAFETY_CONCERN_PASS,FRNT_FOOT_NOTES,FRNT_FOOT_NOTES_PASS,OVERALL_FRNT_STARS,CURB_WEIGHT,FRNT_TESTED_WITH,HIC15_DRIV,CHEST_DEFL_DRIV,LEFT_FEMUR_DRIV,RIGHT_FEMUR_DRIV,NIJ_DRIV,NECK_TENS_DRIV,NET_COMP_DRIV,HIC15_PASS,CHEST_DEFL_PASS,LEFT_FEMUR_PASS,RIGHT_FEMUR_PASS,NIJ_PASS,NECK_TENS_PASS,NET_COMP_PASS,SIDE_TEST_NO,SIDE_VIN,SIDE_DRIV_STARS,SIDE_PASS_STARS,SIDE_BARRIER_STAR,COMB_FRNT_STAR,COMB_REAR_STAR,SIDE_SAFETY_CONCERN_DRIV,SIDE_SAFETY_CONCERN_PASS,SIDE_FOOT_NOTES,SIDE_FOOT_NOTES_PASS,OVERALL_SIDE_STARS,SIDE_TESTED_WITH,SIDE_HIC_36_DRIV,RIB_DEFLECTION_DRIV,ABDOMEN_FORCE_DRIV,SYMPHYSIS_FORCE_DRIV,SIDE_HIC_36_PASS,PELVIC_FORCE_PASS,POLE_TEST_NO,POLE_VIN,SIDE_POLE_STARS,POLE_SAFETY_CONCERN,POLE_FOOT_NOTES,POLE_TESTED_WITH,POLE_HIC_36_DRIV,PELVIC_FORCE,ROLLOVER_POSSIBILITY,STATIC_STABI_FACTOR,TIP,ROLL_SAFETY_CONCERN,ROLL_FOOT_NOTES,ROLLOVER_STARS,NHTSA_BACKUP_CAMERA,BACKUP_CAMERA,MODEL,YEAR_MODEL_ID
FORD,2024,PU/CC,TRUCK,4WD,1,, ,5,"1,3,4,5,6", ,6050.0,6790.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,5,6",Not Available,,Standard, ,,, , , ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,4.0,15087.0,1FTER4PH0RLE09061,5.0,5.0,,,,,5.0,4409.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,15084.0,1FTER4BH1RLE01834,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,15200.0,1FTER4BH4RLE23813,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.228,1.14,No Tip,,,3.0,,,RANGER,2024_RANGER
FORD,2024,PV,TRUCK,AWD,1,, ,15,"1,3,4,5,6,7,8,9,10,11,2,13,14,15,16", ,8670.0,11000.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6,8,11,",Standard,Head Protection,"1,3,4,6,7,9,10,12,13,15", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3", , , ,,"1,3,4,6,7,9,10,12,",Not Available,,Optional, ,,, , , ,Standard, , ,,Standard & Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria, ,Standard & Optional,Meets Performance Criteria,, , , , ,3.0,10974.0,1FBAX2Y87LKA00516,4.0,2.0,,,,,3.0,0.0,FRONTAL AIR BAG,,,,,,,,,,,,,,,8997.0,1FMZK1YG0FKA06138,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,8995.0,1FMZK1YG1FKA10327,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.423,1.01,No Tip, ,,1.0,,,TRANSIT,2024_TRANSIT
FORD,2023,2DR,MPV,4WD,1,, ,5,"1,3,4,5,6","2 Door 4 Seats
4 Door 5 Seats",5540.0,6180.0,, ,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,, ,,"1,3,4,6",,,Standard, ,,,Standard,"1,2", ,Standard, , ,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,3414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256,1.11,No Tip, ,,3.0,,,BRONCO,2023_BRONCO
FORD,2023,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,6250.0,7850.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6",,,Standard, ,,,Standard,1, ,Standard, , ,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,, , , , ,5.0,10652.0,2FMPK4G92KBB14065,5.0,5.0,,,,,5.0,4134.0,"FRONTAL AIR BAG,KNEE AIR BAG",212.339,23.348,734.707,2650.634,0.22,1020.076,92.738,281.904,10.975,646.735,893.664,0.35,877.291,195.192,10653.0,2FMPK3G93KBB14053,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",83.75,27.732,844.659,853.9,103.42,2823.474,10649.0,2FMPK3G99KBB30953,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",256.908,1892.551,0.155,1.26,No Tip,,,4.0,,,EDGE,2023_EDGE
FORD,2023,SUV,MPV,AWD,1,, ,5,"1,3,4,5,6", ,6250.0,7850.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3,4,6", ,Standard,1,,"1,3,4,6",,,Standard, ,,,Standard,1, ,Standard, , ,Standard,Standard & Optional,Test Pending,Standard,Standard,Test Pending,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,, , , , ,5.0,10971.0,1FMCU9G66LUA20567,5.0,5.0,,,,,5.0,3463.0,"FRONTAL AIR BAG,KNEE AIR BAG",142.626,21.114,835.824,1398.969,0.23,824.514,102.68,102.179,11.621,977.463,750.534,0.36,804.237,259.329,10965.0,1FMCU0G61LUA27504,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",197.124,22.675,850.293,1068.456,96.789,3628.917,10967.0,1FMCU0DZ6LUA45432,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",344.007,2056.777,0.174,1.22,No Tip,,,4.0,,,ESCAPE,2023_ESCAPE
FORD,2023,SUV,MPV,4WD,1,, ,8,"1,3,4,5,6,7,8,9", ,6250.0,7850.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6,7,8,9",,"4,5,6,7,9",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6,7,9",,,Standard, ,,,Standard,1, ,Standard, , ,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,, , , , ,5.0,14087.0,1FMJK1JT1NEA02892,5.0,5.0,,,,,5.0,5768.0,"FRONTAL AIRBAG,KNEE AIR BAG",203.583,20.057,775.562,721.389,0.24,1202.64,356.867,200.386,9.611,233.108,53.863,0.28,1028.16,384.042,10344.0,1FMJU1HTXJEA12511,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",23.287,13.577,479.579,801.781,60.768,1929.78,10345.0,1FMJU1HT2JEA27021,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",133.995,2533.1,0.191,1.19,No Tip, ,,4.0,,,EXPEDITION,2023_EXPEDITION
FORD,2023,SUV,MPV,4WD,1,, ,7,"1,3,4,5,6,7,9", ,6250.0,7850.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6,7,8",,"4,6,7,8",Standard,Head Protection,"1,3,4,6,7,9", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3,4,6,7,8",,,Standard, ,,,Standard,1, ,Standard, , ,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,, , , , ,5.0,14290.0,1FMSK8DH1PGA00491,5.0,5.0,,,,,5.0,4347.0,"FRONTAL AIRBAG,KNEE AIR BAG",117.891,23.014,1253.64,1191.14,0.28,1040.81,163.96,209.599,9.642,1496.35,1553.32,0.32,722.399,238.047,11052.0,1FMSK7BHXLGB60649,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",65.322,23.38,717.816,995.788,85.927,2684.75,11051.0,1FM5K7FW9LGA90809,5.0,,"During the side pole impact test, the windshield separated from the roof, A-pillar, and lower edge","URTAIN AIR BAG,TORSO/PELVIS AIR BAG",287.851,2546.93,0.151,1.27,No Tip,,,4.0,,,EXPLORER,2023_EXPLORER
FORD,2023,PU/RC,TRUCK,4WD,1,, ,3,"1,2,3", ,6250.0,7850.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",, ,Standard,Head Protection,"1,3", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3",,,Standard, ,,,Standard,1, ,Standard, , ,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,, , , , ,5.0,11572.0,1FTFX1E59MKD16393,4.0,5.0,,,,,5.0,5082.0,"FRONTAL AIR BAG,KNEE AIR BAG",337.468,22.354,109.749,204.701,0.3,1334.776,122.451,359.873,9.267,463.101,156.752,0.28,676.771,287.828,11573.0,1FTEX1CB9MKD13174,5.0,,5.0,5.0,,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",30.725,21.143,674.347,631.422,65.426,1327.125,11593.0,1FTEX1CB8MFA46974,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",256.808,1921.964,0.191,1.19,No Tip,,,4.0,,,F-150,2023_F-150
FORD,2023,PU/CC,TRUCK,4WD,1,, ,6,"1,2,3,4,5,6", ,9900.0,11400.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,1,,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,, ,,"1,3,4,6",,,Standard, ,,,Standard,1, ,Standard, , ,Optional,Optional,Meets Performance Criteria,Optional,Optional,Test Pending,Standard,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,F-250,2023_F-250
FORD,2023,PU/CC,TRUCK,4WD,1,, ,6,"1,2,3,4,5,6", ,10200.0,14000.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,1,,"4,6",Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,, ,,"1,3,4,6",,,Standard, ,,,Standard,1, ,Standard, , ,Optional,Optional,Meets Performance Criteria,Optional,Optional,Test Pending,Optional,Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,F-350,2023_F-350
FORD,2023,PU/CC,PC,4WD,1,, ,5,"1,3,4,5,6", ,5060.0,5205.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Head Protection,"1,3,4,6", ,No, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,1,,"1,3,4,6",,,Optional, ,,,Standard,"1,2", ,Standard, , ,Standard,Standard & Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,, , , , ,4.0,14127.0,3FTTW8F90NRA55927,5.0,4.0,,,"Shortly after the frontal crash test on the conventional gasoline version of the Ford Maverick, smoke and flames were observed from the engine compartment",,5.0,3665.0,"FRONTAL AIRBAG,KNEE AIR BAG",129.458,23.229,618.89,217.592,0.22,1041.95,50.465,201.548,14.531,684.114,1053.48,0.51,820.032,209.482,14212.0,3FTTW8E96NRA55688,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",87.207,17.68,667.239,887.437,174.106,4317.82,14128.0,3FTTW8E97NRA55750,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",255.272,2039.15,0.155,1.26,No Tip, ,,4.0,,,MAVERICK,2023_MAVERICK
FORD,2023,C,PC,RWD,1,, ,4,"1,3,4,6", ,4660.0,4860.0,, ,Standard,"1,3",Standard,"1,3",,"1,3,4,6",,"4,6",Standard,Head Protection,"1,3", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,"1,3",,"1,3",,,Standard, ,,,Standard,1, ,Standard, , ,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,, , , , ,,,,,,,,,,,3520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081,1.5771,No Tip,,,5.0,,,MUSTANG,2023_MUSTANG
FORD,2023,PU/EC,TRUCK,4WD,1,, ,4,"1,3,4,6", ,6050.0,6050.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6",, ,Standard,Head Protection,"1,3,4,6", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,, ,,"1,3,4,6",,,Standard, ,,, , , ,Standard, , ,Standard,Standard & Optional,Meets Performance Criteria,Optional,Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Does Not Meet Performance Criteria,, , , , ,4.0,14262.0,1FTER1FHXNLD45458,4.0,5.0,,,,,4.0,4367.0,"FRONTAL AIRBAG,KNEE AIR BAG",,,,,,,,,,,,,,,14391.0,1FTER1EH4NLD41665,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,14293.0,1FTER1EH2NLD45732,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.256,1.11,No Tip,,,3.0,,,RANGER,2023_RANGER
FORD,2023,CV,TRUCK,FWD,1,, ,2,"1,3", ,5130.0,5302.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",, ,Standard,Head Protection,"1,3", ,Yes, ,Standard,Torso and/or Pelvis Protection,"1,3", ,Standard,1,,"1,3",,,Optional, ,,, , , ,Standard, , ,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,Standard,Standard & Optional,Meets Performance Criteria,, , , , ,,11291.0,NM0GE9F2XM1485130,5.0,4.0,,,,,4.0,3951.0,"FRONTAL AIR BAG,KNEE AIR BAG",,,,,,,,,,,,,,,11293.0,NM0GE9F27M1486333,5.0,,5.0,5.0,,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,,,,,11290.0,NM0GE9F23M1485129,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",,,0.0,,,,,,,,TRANSIT,2023_TRANSIT
FORD,2022,SUV,MPV,AWD,1,SUV,Frame-Based,"4, 5","1,3,4,6 1,3,4,5,6",2 Door 4 Seats 4 Door 5 Seats,5540.0,6180.0,,,Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,5,6",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,, ,,"1,3,4,6",,,Standard, ,,,,,Standard,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,, , , , ,,14065.0,1FMDE5BH0NLA99018,4.0,5.0,,,,,4.0,3414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256,1.11,No Tip, , ,3.0,,,BRONCO,2022_BRONCO
FORD,2022,SUV,MPV,AWD,1,,Uni-Body,5,"1,3,4,5,6",--,4253.0,4253.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,"1,3",,"1,3,4,6",,,Standard, ,,,,,Standard,Standard, , ,,No,,,No,,,No,, ,No,,, , , , ,4.0,10342.0,MAJ6P1SL6JC168606,4.0,4.0,,,,,4.0,3322.0,"FRONTAL AIR BAG,KNEE AIR BAG",250.069,27.118,2200.346,1963.333,0.36,1794.839,268.696,325.174,13.251,1463.913,1050.119,0.38,889.683,335.61,10351.0,MAJ3P1RE7JC175171,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",70.815,21.602,421.959,1499.905,194.621,3048.976,10352.0,MAJ3P1RE7JC184114,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",214.944,2442.083,0.191,1.19,No Tip,,,4.0,,,ECOSPORT,2022_ECOSPORT
FORD,2022,SUV,MPV,AWD,1,,Uni-Body,5,"1,3,4,5,6",--,5230.0,5667.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6",,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,4,6",,,Standard, ,,,,,Standard,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,, , , , ,5.0,10652.0,2FMPK4G92KBB14065,5.0,5.0,,,,,5.0,4134.0,"FRONTAL AIR BAG,KNEE AIR BAG",212.339,23.348,734.707,2650.634,0.22,1020.076,92.738,281.904,10.975,646.735,893.664,0.35,877.291,195.192,10653.0,2FMPK3G93KBB14053,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",83.75,27.732,844.659,853.9,103.42,2823.474,10649.0,2FMPK3G99KBB30953,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",256.908,1892.551,0.155,1.26,No Tip,,,4.0,,,EDGE,2022_EDGE
FORD,2022,SUV,MPV,AWD,1,,Uni-Body,5,"1,3,4,5,6",--,4360.0,4630.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6",,"4,6",Standard,Curtain,"1,3,4,6",Roof,No,Yes,Standard,Torso/Pelvis,"1,3,4,6",Seat,Standard,1,,"1,3,4,6",,,Standard, ,,,,,Standard,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,, , , , ,5.0,10971.0,1FMCU9G66LUA20567,5.0,5.0,,,,,5.0,3463.0,"FRONTAL AIR BAG,KNEE AIR BAG",142.626,21.114,835.824,1398.969,0.23,824.514,102.68,102.179,11.621,977.463,750.534,0.36,804.237,259.329,10965.0,1FMCU0G61LUA27504,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",197.124,22.675,850.293,1068.456,96.789,3628.917,10967.0,1FMCU0DZ6LUA45432,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",344.007,2056.777,0.174,1.22,No Tip,,,4.0,,,ESCAPE,2022_ESCAPE
FORD,2022,SUV,MPV,2WD,1,,Frame-Based,"7,8","7 = 1,3,4,6,7,8,9;8 = 1,3,4,5,6,7,8,9",--,,,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6,7,8,9",,"4,5,6,7,9",Standard,Curtain,"1,3,4,6,7,9",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,4,6,7,9",,,Standard, ,,,,,Standard,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,, , , , ,5.0,14087.0,1FMJK1JT1NEA02892,5.0,5.0,,,,,5.0,5768.0,"FRONTAL AIRBAG,KNEE AIR BAG",203.583,20.057,775.562,721.389,0.24,1202.64,356.867,200.386,9.611,233.108,53.863,0.28,1028.16,384.042,10344.0,1FMJU1HTXJEA12511,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",23.287,13.577,479.579,801.781,60.768,1929.78,10345.0,1FMJU1HT2JEA27021,5.0,,,"URTAIN AIR BAG,TORSO/PELVIS AIR BAG",133.995,2533.1,0.212,1.16,No Tip, , ,3.0,,,EXPEDITION,2022_EXPEDITION
FORD,2022,SUV,MPV,4WD,1,,Uni-Body,"6,7","6 = 1,3,4,6,7,9; 7 = 1,3,4,5,6,7,9",--,,,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,"1,3,4,6,7,8,9",,"4,6,7,8",Standard,Curtain,"1,3,4,6,7,9",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3,4,5,6,7,8,9",,,Standard, ,,,,,Standard,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,, , , , ,,,,,,,,,,,4411.0,,,,,,,,,,,,,,,,11052.0,1FMSK7BHXLGB60649,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",65.322,23.38,717.816,995.788,85.927,2684.75,11051.0,1FM5K7FW9LGA90809,5.0,,"During the side pole impact test, the windshield separated from the roof, A-pillar, and lower edge","CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",287.851,2546.933,0.151,1.27,No Tip,,,4.0,,,EXPLORER,2022_EXPLORER
FORD,2022,PU/RC,TRUCK,2WD,1,,Frame-Based,"2,3","2 = 1,3; 3 = 1,2,3",--,6010.0,7850.0,Standard,"1,3",Standard,"1,3",Standard,"1,3",,"1,3",, ,Standard,Curtain,"1,3",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,Standard,"1,3",,"1,3",,,Standard, ,,,,,Standard,Standard, , ,Standard,Standard,,Standard,Standard,,Standard,Standard,,Standard,Standard,,, , , , ,5.0,11572.0,1FTFX1E59MKD16393,4.0,5.0,,,,,5.0,5082.0,"FRONTAL AIR BAG,KNEE AIR BAG",337.468,22.354,109.749,204.701,0.3,1334.776,122.451,359.873,9.267,463.101,156.752,0.28,676.771,287.828,11573.0,1FTEX1CB9MKD13174,5.0,,5.0,5.0,,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",30.725,21.143,674.347,631.422,,,11593.0,1FTEX1CB8MFA46974,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",256.808,1921.964,0.164,1.24,No Tip,,,4.0,,,F-150,2022_F-150
FORD,2022,PU/CC,TRUCK,2WD,1,,Frame-Based,"5,6","5 = 1,3,4,5,6 6 = 1,2,3,4,5,6",--,9900.0,10800.0,Standard,"1,3",Standard,"1,3,4,6",Standard,"1,3,4,6",,1,,"4,6",Standard,Curtain,"1,3,4,6",Roof,Yes,Yes,Standard,Torso/Pelvis,"1,3",Seat,, ,,"1,3,4,6",,,Standard, ,,,,,Standard,Standard, , ,Both,Optional,,Standard,Optional,,Optional,Optional,,Optional,Optional,,, , , , ,5.0,10714.0,1FT7W2B6XKED34181,5.0,5.0,,,,,5.0,6747.0,FRONTAL AIR BAG,143.402,21.806,935.546,1210.131,0.21,834.522,347.937,206.518,12.229,1918.012,1657.386,0.32,773.427,510.748,11587.0,1FT7W2A68MEC34651,5.0,5.0,5.0,5.0,5.0,,,,,5.0,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",12.368,15.085,430.101,481.118,52.069,458.131,11588.0,1FT7W2A68MEC46282,5.0,,,"CURTAIN AIR BAG,TORSO/PELVIS AIR BAG",229.538,2227.195,0.191,1.19,No Tip,,,4.0,,,F-250,2022_F-250
